111
  0.2971174  95  12.61896
  0.6681342833  95  12.495665
  1.075417483  95  12.330205
  1.302286333  95  12.21513667
  1.627398667  95  11.98002167
  1.837697833  95  11.74173833
  2.012148167  95  11.28797333
  2.1235235  95  10.78439833
  2.311588833  95  10.41912633
  2.653758333  95  10.260852
  3.343538167  95  11.00786967
  4.236687667  95  11.42090667
  5.046182667  95  11.74951
  6.044599667  95  12.13817667
  6.940442667  95  12.44022167
  7.957040833  95  12.7078
  8.7663905  95  12.83486333
  9.764938333  95  12.92388333
  10.45165717  95  12.973055
  11.02373167  95  13.01584
  11.40762333  95  13.01783833
  11.822055  95  13.00357
  12.09170667  95  12.98311833
  12.44092167  95  12.98707833
  12.630025  95  12.97955833
  12.89778833  95  12.8876
  13.58284667  95  12.62191
  14.68532333  95  12.12144
  15.341185  95  11.78121167
  16.01373167  95  11.27237667
  17.171545  95  10.27800917
  17.91272667  95.00000167  9.382340167
  18.91659  95.00000833  7.826651833
  19.57479833  95.00001  6.167316333
  19.88813833  95.00001167  4.874743
  19.77945167  95.00001833  3.383051333
  19.46444667  95.00002  1.651087233
  18.97207333  95.00002  0.4740552667
  17.971875  95.00002  -1.3898011
  17.396495  95.00002  -2.4761685
  16.44515667  95.00002  -4.326229
  16.16328833  95.00002  -4.868041
  15.83200333  95.00002167  -5.3406605
  14.750145  95.00002833  -6.852218
  14.15375833  95.00003  -7.614805833
  12.82912333  95.00003  -9.162859667
  12.03942  95.00003  -9.783421667
  10.52676617  95.00003  -10.51673233
  9.695545333  95.00003  -10.74038167
  8.476559  95.00003  -10.80123
  7.658290667  95.00003  -10.73690667
  6.392256333  95.00003  -10.51686833
  5.114727167  95.00003  -10.25521167
  4.326992833  95.00003  -10.03736667
  3.5223795  95.00003  -9.674358833
  -3.519218  95.00003  -9.67436
  -4.3238275  95.00003  -10.037367
  -5.1115565  95.00003  -10.25521167
  -6.389089  95.00003  -10.51686833
  -7.6551265  95.00003  -10.73690667
  -8.473393167  95.00003  -10.80123
  -9.692377333  95.00003  -10.74038167
  -10.52359817  95.00003  -10.5167315
  -12.03625667  95.00003  -9.783418167
  -12.82595667  95.00003  -9.1628565
  -14.150595  95.00003  -7.614798833
  -14.74697667  95.00002833  -6.852214167
  -15.82883333  95.00002167  -5.340654167
  -16.16011667  95.00002  -4.86804
  -16.44198  95.00002  -4.326233333
  -17.39332  95.00002  -2.476176
  -17.96869167  95.00002  -1.38983005
  -18.96890167  95.00002  0.4740441333
  -19.46128333  95.00002  1.651087617
  -19.776285  95.00001833  3.3830525
  -19.884975  95.00001167  4.874743167
  -19.57163  95.00001  6.167314167
  -18.91342  95.00000833  7.826653667
  -17.90955667  95.00000167  9.382345167
  -17.16837333  95  10.278012
  -16.010555  95  11.27238333
  -15.20149167  95  11.84122167
  -14.13606833  95  12.36147333
  -13.51233167  95  12.6597
  -13.1713  95  12.79872667
  -12.63987333  95  12.95651167
  -12.213145  95  12.983765
  -12.032385  95  12.98229
  -11.818885  95  13.00357
  -11.40445333  95  13.01783833
  -11.02056167  95  13.01584
  -10.44848817  95  12.973055
  -9.761772833  95  12.92388333
  -8.763224  95  12.83486333
  -7.953873667  95  12.7078
  -6.937275167  95  12.44022167
  -6.041432833  95  12.13817667
  -5.0430135  95  11.74951
  -4.233516167  95  11.42090667
  -3.3403675  95  11.0078665
  -2.650581667  95  10.26083767
  -2.308412833  95  10.41911483
  -2.120349833  95  10.78438833
  -2.008974833  95  11.28796333
  -1.834526167  95  11.74172833
  -1.624227833  95  11.98001333
  -1.299118333  95  12.215135
  -1.072246817  95  12.330205
  -0.6929426333  95  12.486595
  -0.3812171667  95  12.59398
  0.00509742  95  12.67234
